Process,Species,Covariate,Mean,SD,2.5CI,50CI,97.5CI,Rhat,ESS,5.0CI,95.0CI
Occupancy,Scarlet Tanager,cyper,-0.1458,0.2206,-0.592,-0.1457,0.3053,1.0008,1200,-0.5181,0.2058
Occupancy,Song Sparrow,cyper,0.0002,0.1718,-0.3132,-0.0029,0.3415,1.0018,1200,-0.2696,0.2775
Occupancy,Swamp Sparrow,cyper,-0.075,0.2626,-0.5708,-0.0799,0.4348,1.008,1200,-0.4937,0.3561
Occupancy,Tennessee Warbler,cyper,-0.1234,0.3123,-0.7401,-0.1182,0.498,1.0125,1162,-0.6509,0.3812
Occupancy,Tree Swallow,cyper,-0.2796,0.2706,-0.8316,-0.2667,0.2346,1.0099,1200,-0.7391,0.1527
Occupancy,Tufted Titmouse,cyper,-0.1239,0.2651,-0.6471,-0.1208,0.3969,1.0022,1200,-0.5553,0.3114
Occupancy,Turkey Vulture,cyper,-0.0709,0.2733,-0.6038,-0.0735,0.4674,1.0039,1214,-0.5156,0.3722
Occupancy,Veery,cyper,-0.0749,0.2346,-0.5288,-0.0796,0.3714,1.0046,1691,-0.4509,0.3087
Occupancy,Virginia Rail,cyper,-0.1217,0.3143,-0.7617,-0.104,0.4577,1.0058,1200,-0.6594,0.3752
Occupancy,Warbling Vireo,cyper,-0.481,0.232,-0.9702,-0.4652,-0.0483,1.0005,1200,-0.8718,-0.1263
Occupancy,White-breasted Nuthatch,cyper,0.0974,0.2733,-0.4151,0.095,0.6427,1.0033,1200,-0.3389,0.5538
Occupancy,White-eyed Vireo,cyper,-0.0791,0.3254,-0.7024,-0.0804,0.57,1.0039,1200,-0.6118,0.4423
Occupancy,Willow Flycatcher,cyper,0.0766,0.2641,-0.4304,0.078,0.6041,1.0031,1200,-0.3518,0.5097
Occupancy,Wild Turkey,cyper,0.0767,0.2942,-0.5126,0.072,0.6835,1.0035,1200,-0.4012,0.5609
Occupancy,Winter Wren,cyper,-0.0503,0.2857,-0.6157,-0.0621,0.5208,0.9994,1200,-0.5128,0.4497
Occupancy,Wood Duck,cyper,-0.1618,0.3042,-0.7148,-0.1605,0.4479,1.007,1200,-0.6517,0.3533
Occupancy,Wood Thrush,cyper,-0.033,0.1957,-0.4105,-0.047,0.3593,1.0016,1200,-0.3427,0.2965
Occupancy,Yellow-billed Cuckoo,cyper,-0.1848,0.2932,-0.7712,-0.1886,0.3982,1.0191,870,-0.6775,0.2869
Occupancy,Yellow Warbler,cyper,-0.2176,0.2113,-0.6389,-0.2165,0.1915,1.0022,1200,-0.5462,0.1256
Occupancy,Yellow-throated Vireo,cyper,-0.0745,0.2526,-0.5738,-0.0756,0.4328,1.0096,1200,-0.5079,0.3385
Occupancy,Yellow-throated Warbler,cyper,-0.4084,0.2917,-0.9999,-0.3958,0.1131,0.999,1014,-0.9057,0.0359
Occupancy,Acadian Flycatcher,small_tree,0.0545,0.1347,-0.214,0.0615,0.315,1.0045,1200,-0.1698,0.2664
Occupancy,Alder Flycatcher,small_tree,0.1438,0.1753,-0.1881,0.1386,0.4962,1.0118,1306,-0.1394,0.4224
Occupancy,American Crow,small_tree,0.1305,0.1392,-0.1398,0.1328,0.4155,1.0019,1200,-0.1013,0.3554
Occupancy,American Goldfinch,small_tree,-0.0185,0.171,-0.387,-0.0064,0.3016,1.0013,1200,-0.3017,0.2464
Occupancy,American Kestrel,small_tree,0.0741,0.1811,-0.307,0.073,0.4122,1.0008,1200,-0.2344,0.3635
Occupancy,American Redstart,small_tree,0.047,0.1715,-0.3109,0.0537,0.3746,1.0085,1200,-0.2445,0.3139
Occupancy,American Robin,small_tree,0.1178,0.1579,-0.1905,0.1201,0.4358,1.0034,1053,-0.1475,0.3761
Occupancy,American Woodcock,small_tree,0.1644,0.1813,-0.1749,0.1594,0.5009,1.0086,1200,-0.1312,0.4496
Occupancy,Barred Owl,small_tree,0.0744,0.1741,-0.2758,0.075,0.4113,1.0015,1287,-0.2151,0.354
Occupancy,Bald Eagle,small_tree,0.1223,0.1748,-0.22,0.119,0.4642,1.0103,1200,-0.172,0.4147
Occupancy,Bank Swallow,small_tree,0.081,0.1751,-0.2766,0.0779,0.4109,1.0072,1200,-0.2039,0.3647
Occupancy,Baltimore Oriole,small_tree,0.1239,0.1524,-0.1689,0.1244,0.4349,1.0037,1327,-0.1213,0.3834
Occupancy,Barn Swallow,small_tree,0.0863,0.1646,-0.2505,0.0905,0.3954,1.001,1200,-0.1793,0.335
Occupancy,Black-capped Chickadee,small_tree,0.0767,0.1694,-0.2524,0.0789,0.4164,0.9997,1200,-0.1896,0.3351
Occupancy,Belted Kingfisher,small_tree,0.0231,0.17,-0.3197,0.0249,0.3447,1.0001,1238,-0.2606,0.2967
Occupancy,Blue-gray Gnatcatcher,small_tree,0.1311,0.1482,-0.1547,0.1262,0.4163,1.001,1200,-0.1015,0.3695
Occupancy,Brown-headed Cowbird,small_tree,0.1153,0.1681,-0.2143,0.1141,0.4527,1.0075,1200,-0.1513,0.3948
Occupancy,Blue-headed Vireo,small_tree,0.0674,0.1713,-0.2932,0.0744,0.4004,1.0085,1102,-0.22,0.349
Occupancy,Blue Jay,small_tree,0.2421,0.1617,-0.0669,0.2366,0.581,1.0015,1200,-0.0117,0.5044
Occupancy,Bobolink,small_tree,0.0779,0.1779,-0.2822,0.0795,0.4178,1.0053,1200,-0.222,0.3524
Occupancy,Brown Creeper,small_tree,0.0911,0.1652,-0.2311,0.0877,0.416,1.016,1200,-0.1735,0.3541
Occupancy,Brown Thrasher,small_tree,-0.0326,0.1836,-0.4092,-0.0292,0.3161,1.0013,1200,-0.3348,0.2661
Occupancy,Black-throated Green Warbler,small_tree,0.0748,0.1733,-0.269,0.072,0.4132,1.0067,1200,-0.2164,0.3491
Occupancy,Broad-winged Hawk,small_tree,0.0222,0.1787,-0.3435,0.0288,0.3552,1.0089,1338,-0.2827,0.3093
Occupancy,Blue-winged Warbler,small_tree,0.1095,0.1617,-0.2073,0.1113,0.4245,1.0049,1200,-0.1607,0.3856
Occupancy,Canada Goose,small_tree,0.0517,0.1751,-0.3039,0.0525,0.3926,1.0243,1397,-0.2281,0.3414
Occupancy,Carolina Wren,small_tree,0.1975,0.1572,-0.1126,0.1922,0.5022,1.0144,1200,-0.0579,0.4662
Occupancy,Cedar Waxwing,small_tree,-0.063,0.1591,-0.3932,-0.0639,0.2333,1.0016,1243,-0.3288,0.1897
Occupancy,Cerulean Warbler,small_tree,0.0838,0.1812,-0.274,0.0833,0.4481,1.0079,1200,-0.212,0.372
Occupancy,Chipping Sparrow,small_tree,0.1017,0.153,-0.2068,0.0991,0.4062,1.0117,1630,-0.139,0.3574
Occupancy,Chimney Swift,small_tree,-0.0218,0.1734,-0.3601,-0.0254,0.3227,1.0005,1305,-0.3006,0.2546
Occupancy,Cliff Swallow,small_tree,0.0354,0.1783,-0.3264,0.0366,0.3765,1.0056,1200,-0.2651,0.3139
Occupancy,Common Grackle,small_tree,0.1191,0.1643,-0.1876,0.1179,0.4561,1.0069,1200,-0.1433,0.386
Occupancy,Cooper's Hawk,small_tree,0.0778,0.1613,-0.2317,0.0777,0.4005,1.0105,1200,-0.1841,0.3361
Occupancy,Common Yellowthroat,small_tree,0.0863,0.1366,-0.1719,0.0839,0.3652,1.0006,1200,-0.125,0.311
Occupancy,Dark-eyed Junco,small_tree,0.0668,0.1618,-0.2429,0.0638,0.3865,1.01,1200,-0.187,0.3268
Occupancy,Downy Woodpecker,small_tree,0.0031,0.1729,-0.366,0.0092,0.3298,1.0004,1068,-0.2932,0.2705
Occupancy,Eastern Bluebird,small_tree,0.0806,0.1568,-0.2519,0.0854,0.3846,0.9997,1200,-0.1885,0.3317
Occupancy,Eastern Kingbird,small_tree,0.147,0.1596,-0.1534,0.1434,0.4511,1.0024,1437,-0.1024,0.4043
Occupancy,Eastern Meadowlark,small_tree,0.0938,0.1725,-0.2681,0.0989,0.4465,1.0041,1200,-0.1954,0.3673
Occupancy,Eastern Phoebe,small_tree,0.0257,0.163,-0.3117,0.0291,0.3209,1.0106,1200,-0.2463,0.2931
Occupancy,Eastern Towhee,small_tree,0.1431,0.1466,-0.1403,0.1422,0.4388,1.0019,1200,-0.0851,0.3817
Occupancy,Eastern Wood-Pewee,small_tree,0.1729,0.1517,-0.1367,0.167,0.4891,1.0159,1200,-0.0697,0.4224
Occupancy,European Starling,small_tree,-0.0284,0.1482,-0.3098,-0.0297,0.2567,1.0028,1200,-0.2669,0.2175
Occupancy,Field Sparrow,small_tree,0.0364,0.1534,-0.2771,0.0417,0.3341,1.0016,1200,-0.2151,0.2852
Occupancy,Great Blue Heron,small_tree,0.076,0.1645,-0.2527,0.077,0.3811,1.0055,1200,-0.188,0.3384
Occupancy,Great Crested Flycatcher,small_tree,0.0407,0.1669,-0.2909,0.0442,0.3649,1.001,1200,-0.2303,0.3198
Occupancy,Great Horned Owl,small_tree,0.0611,0.1764,-0.3094,0.0674,0.3995,1.0044,1397,-0.2411,0.3428
Occupancy,Gray Catbird,small_tree,0.0975,0.1324,-0.1671,0.0984,0.3582,1.0019,1200,-0.1153,0.3172
Occupancy,Green Heron,small_tree,0.1093,0.1834,-0.25,0.1037,0.4807,1.0058,1200,-0.1912,0.3952
Occupancy,Hairy Woodpecker,small_tree,0.1905,0.174,-0.14,0.1887,0.5546,1.0077,1200,-0.0841,0.4781
Occupancy,Herring Gull,small_tree,0.0905,0.1737,-0.2537,0.0834,0.4513,1.0013,1200,-0.1805,0.3794
Occupancy,Hermit Thrush,small_tree,0.0721,0.1829,-0.2921,0.0677,0.452,1.0065,1200,-0.2291,0.3742
Occupancy,House Finch,small_tree,0.1225,0.1613,-0.1817,0.1198,0.4537,1.0406,1200,-0.1394,0.3986
Occupancy,House Sparrow,small_tree,0.0871,0.1487,-0.2056,0.0877,0.369,1.0169,1200,-0.1552,0.3278
Occupancy,Hooded Warbler,small_tree,0.0043,0.142,-0.2881,0.0084,0.2776,1.0026,1350,-0.2382,0.239
Occupancy,House Wren,small_tree,0.2513,0.1334,-0.0028,0.2487,0.5216,1.005,1200,0.0374,0.4783
Occupancy,Indigo Bunting,small_tree,0.0767,0.135,-0.1775,0.0759,0.3509,0.9995,1364,-0.1391,0.3039
Occupancy,Killdeer,small_tree,0.1227,0.1688,-0.2033,0.1212,0.471,1.0029,1200,-0.1577,0.3953
Occupancy,Louisiana Waterthrush,small_tree,0.1183,0.1613,-0.1923,0.1162,0.4389,0.9993,1200,-0.1346,0.3769
Occupancy,Mallard,small_tree,0.0558,0.1681,-0.2806,0.0594,0.3793,1.0061,1200,-0.2199,0.323
Occupancy,Mourning Dove,small_tree,0.1477,0.1571,-0.1679,0.1419,0.4703,1.0041,1200,-0.1103,0.4026
Occupancy,Northern Cardinal,small_tree,0.0479,0.1615,-0.2529,0.0481,0.369,1.0165,1200,-0.2218,0.3184
Occupancy,Northern Flicker,small_tree,0.0567,0.1634,-0.2627,0.0657,0.379,1.0031,1200,-0.21,0.3288
Occupancy,Northern Parula,small_tree,0.068,0.1857,-0.2882,0.0677,0.4384,1.0049,1200,-0.2344,0.3788
Occupancy,Northern Rough-winged Swallow,small_tree,0.0104,0.1756,-0.3459,0.0095,0.3493,1.0096,1200,-0.2842,0.2953
Occupancy,Orchard Oriole,small_tree,0.0405,0.1575,-0.2713,0.0424,0.3531,0.9998,1200,-0.2182,0.2952
Occupancy,Ovenbird,small_tree,0.049,0.1661,-0.2832,0.0473,0.3781,1.0081,1098,-0.2288,0.3266
Occupancy,Pileated Woodpecker,small_tree,0.0777,0.1622,-0.2427,0.0728,0.402,1.0049,1200,-0.183,0.3425
Occupancy,Purple Finch,small_tree,0.068,0.1768,-0.2622,0.0658,0.4256,0.9998,1200,-0.2077,0.3595
Occupancy,Purple Martin,small_tree,0.0851,0.1792,-0.266,0.0852,0.4288,1.0208,1200,-0.207,0.3681
Occupancy,Rose-breasted Grosbeak,small_tree,-0.0084,0.1703,-0.3381,-0.0042,0.3354,1.0014,1200,-0.2754,0.2653
Occupancy,Ring-billed Gull,small_tree,0.0635,0.1602,-0.2566,0.0654,0.3646,1.0049,963,-0.2016,0.3163
Occupancy,Red-breasted Nuthatch,small_tree,0.0765,0.1839,-0.2963,0.0776,0.4136,1.0096,902,-0.2161,0.3689
Occupancy,Red-bellied Woodpecker,small_tree,0.0478,0.1698,-0.2855,0.0462,0.3978,1.0033,1200,-0.2308,0.3216
Occupancy,Red-eyed Vireo,small_tree,-0.0657,0.1568,-0.3956,-0.0596,0.2273,1.0095,776,-0.3434,0.1822
Occupancy,Red-headed Woodpecker,small_tree,0.0736,0.1725,-0.2618,0.0656,0.4112,1.0055,944,-0.2034,0.3647
Occupancy,Rock Pigeon,small_tree,0.0677,0.173,-0.2655,0.0617,0.4417,1.0059,1200,-0.2009,0.3646
Occupancy,Red-shouldered Hawk,small_tree,0.1838,0.1748,-0.1406,0.1795,0.5348,1.0024,1096,-0.0892,0.4795
Occupancy,Red-tailed Hawk,small_tree,0.129,0.1665,-0.1887,0.1167,0.4736,1.0117,1097,-0.1341,0.4154
Occupancy,Ruby-throated Hummingbird,small_tree,0.0484,0.1869,-0.3166,0.051,0.4148,1.0013,1090,-0.254,0.3664
Occupancy,Red-winged Blackbird,small_tree,0.1247,0.1286,-0.1174,0.1219,0.3793,1.0051,1305,-0.0831,0.3343
Occupancy,Savannah Sparrow,small_tree,0.09,0.1772,-0.2543,0.0927,0.4446,1.001,1200,-0.1992,0.3801
Occupancy,Scarlet Tanager,small_tree,0.0686,0.1511,-0.2317,0.0655,0.3679,1.0022,1200,-0.1766,0.3241
Occupancy,Song Sparrow,small_tree,0.1321,0.1318,-0.1243,0.1281,0.3794,1.001,1200,-0.0858,0.3509
Occupancy,Swamp Sparrow,small_tree,0.0473,0.1621,-0.2752,0.0476,0.3655,1.0101,1061,-0.2247,0.3149
Occupancy,Tennessee Warbler,small_tree,0.0819,0.1768,-0.2705,0.0822,0.4233,1.0041,1199,-0.2118,0.3782
Occupancy,Tree Swallow,small_tree,0.056,0.1605,-0.2725,0.0596,0.3766,1.0235,1200,-0.2032,0.318
Occupancy,Tufted Titmouse,small_tree,0.1047,0.17,-0.1998,0.0957,0.4585,0.9999,1200,-0.1526,0.3912
Occupancy,Turkey Vulture,small_tree,0.0532,0.1704,-0.2751,0.0557,0.4064,1.0016,1200,-0.2332,0.323
Occupancy,Veery,small_tree,0.1144,0.1619,-0.2017,0.1104,0.4225,1.0039,1200,-0.154,0.3678
Occupancy,Virginia Rail,small_tree,0.0717,0.1744,-0.2853,0.0733,0.3961,1.0081,1200,-0.2094,0.3491
Occupancy,Warbling Vireo,small_tree,0.0397,0.1469,-0.2518,0.0426,0.3222,1.013,1320,-0.2002,0.2724
Occupancy,White-breasted Nuthatch,small_tree,0.1109,0.1668,-0.2168,0.1074,0.4453,1.005,1429,-0.155,0.3895
Occupancy,White-eyed Vireo,small_tree,0.082,0.1742,-0.2489,0.0795,0.4298,1.0053,1200,-0.2093,0.3684
Occupancy,Willow Flycatcher,small_tree,0.0188,0.159,-0.2922,0.0237,0.3209,1.0138,1200,-0.2487,0.2733
Occupancy,Wild Turkey,small_tree,0.0616,0.1688,-0.2434,0.0616,0.3983,1.0063,1084,-0.1994,0.3443
Occupancy,Winter Wren,small_tree,0.0274,0.18,-0.3308,0.0249,0.3921,1.0068,1200,-0.2729,0.3339
Occupancy,Wood Duck,small_tree,0.0921,0.1741,-0.2688,0.0986,0.4153,1.0038,1013,-0.1941,0.3745
Occupancy,Wood Thrush,small_tree,0.0015,0.1399,-0.2759,0.0022,0.2745,1,1200,-0.227,0.2256
Occupancy,Yellow-billed Cuckoo,small_tree,0.0849,0.1767,-0.268,0.0841,0.4244,1.0064,1085,-0.2065,0.3731
Occupancy,Yellow Warbler,small_tree,0.0489,0.1444,-0.2285,0.0562,0.3276,0.9994,1200,-0.185,0.2791
Occupancy,Yellow-throated Vireo,small_tree,0.0308,0.1715,-0.338,0.0297,0.3589,1.0012,1604,-0.2469,0.3018
Occupancy,Yellow-throated Warbler,small_tree,0.2061,0.181,-0.1299,0.2004,0.558,1.0003,1545,-0.0764,0.5043
Detection,Acadian Flycatcher,Intercept,0.8559,0.1486,0.5711,0.8549,1.1391,1.014,1200,0.6149,1.1013
Detection,Alder Flycatcher,Intercept,-1.6803,1.0818,-3.9565,-1.6492,0.3979,1.0068,774,-3.5009,0.0485
Detection,American Crow,Intercept,-0.6461,0.2495,-1.1413,-0.6432,-0.1807,1.0028,1200,-1.0532,-0.26
Detection,American Goldfinch,Intercept,0.0862,0.13,-0.1676,0.085,0.333,1.0041,1307,-0.1308,0.3003
Detection,American Kestrel,Intercept,-1.6517,1.1396,-4.0415,-1.6429,0.5214,1.0027,789,-3.5178,0.1359
Detection,American Redstart,Intercept,-0.9431,0.5637,-2.1131,-0.9007,0.0955,1.0162,1001,-1.9225,-0.0985
Detection,American Robin,Intercept,0.9972,0.1221,0.7707,0.994,1.2385,1.007,860,0.8052,1.2056
Detection,American Woodcock,Intercept,-0.8992,0.8954,-2.6891,-0.8669,0.7346,1.005,1088,-2.4244,0.5005
Detection,Barred Owl,Intercept,-2.1639,0.9527,-4.1325,-2.136,-0.4899,1.0029,568,-3.7814,-0.7161
Detection,Bald Eagle,Intercept,-1.9618,0.9762,-3.8732,-1.9382,-0.1065,1.0171,801,-3.59,-0.3989
Detection,Bank Swallow,Intercept,-1.796,0.9499,-3.7032,-1.7685,-0.0511,1.0121,868,-3.3785,-0.3129
Detection,Baltimore Oriole,Intercept,-0.748,0.2115,-1.166,-0.7515,-0.3449,1.0222,852,-1.1161,-0.3826
Detection,Barn Swallow,Intercept,-1.5847,0.5805,-2.766,-1.5602,-0.5402,1.0004,1064,-2.5926,-0.6826
Detection,Black-capped Chickadee,Intercept,0.0876,0.117,-0.1466,0.0842,0.3147,1.0085,1069,-0.1009,0.2762
Detection,Belted Kingfisher,Intercept,-1.9464,0.5013,-2.9439,-1.9444,-1.0029,1.0001,789,-2.7783,-1.1158
Detection,Blue-gray Gnatcatcher,Intercept,-0.4405,0.1579,-0.7562,-0.441,-0.1283,1.0029,1200,-0.6991,-0.1809
Detection,Brown-headed Cowbird,Intercept,-0.1638,0.1259,-0.4076,-0.1657,0.0934,1.0014,1200,-0.3663,0.0431
Detection,Blue-headed Vireo,Intercept,-1.7351,1.1585,-4.2388,-1.6907,0.3981,1.0039,470,-3.7351,0.0396
Detection,Blue Jay,Intercept,0.5224,0.1208,0.2966,0.5235,0.7612,0.9998,1200,0.3228,0.7179
Detection,Bobolink,Intercept,-1.438,1.3105,-4.0683,-1.3998,1.1706,0.9996,1015,-3.6129,0.6692
Detection,Brown Creeper,Intercept,-1.1079,0.4613,-2.0977,-1.091,-0.2813,1.0005,1200,-1.905,-0.3984
Detection,Brown Thrasher,Intercept,-1.885,0.7095,-3.2552,-1.8703,-0.5056,1.0048,1200,-3.0672,-0.7515
Detection,Black-throated Green Warbler,Intercept,-1.442,1.2908,-4.0073,-1.4417,1.1058,1.0005,1029,-3.5043,0.6898
Detection,Broad-winged Hawk,Intercept,-1.8539,0.9767,-3.9591,-1.7831,-0.1373,1.0051,640,-3.5751,-0.4137
Detection,Blue-winged Warbler,Intercept,-1.1766,0.6926,-2.6491,-1.1348,0.0618,1.0092,1066,-2.3417,-0.1415
Detection,Canada Goose,Intercept,-2.5041,0.6795,-3.7769,-2.5154,-1.1256,1.0789,347,-3.6185,-1.3964
Detection,Carolina Wren,Intercept,-1.0045,0.2272,-1.4335,-1.0029,-0.5603,1.0143,1095,-1.3624,-0.6522
Detection,Cedar Waxwing,Intercept,-0.8075,0.2222,-1.2364,-0.8065,-0.3888,1.0153,1200,-1.1724,-0.4651
Detection,Cerulean Warbler,Intercept,-1.3859,1.2721,-3.8946,-1.4326,1.0705,1.0028,992,-3.44,0.6526
Detection,Chipping Sparrow,Intercept,-0.9369,0.3519,-1.6873,-0.9265,-0.3096,1.008,1015,-1.5288,-0.381
Detection,Chimney Swift,Intercept,-0.9411,0.2192,-1.3546,-0.9394,-0.5165,1.0046,1069,-1.3064,-0.5902
Detection,Cliff Swallow,Intercept,-1.8339,1.171,-4.2336,-1.8234,0.493,1.0105,575,-3.7678,0.0091
Detection,Common Grackle,Intercept,-1.2356,0.2438,-1.7179,-1.2323,-0.7655,0.999,1200,-1.6245,-0.8316
Detection,Cooper's Hawk,Intercept,-1.1689,0.6426,-2.5406,-1.1361,0.0137,1.0025,1028,-2.2748,-0.1671
Detection,Common Yellowthroat,Intercept,0.069,0.2104,-0.349,0.0724,0.4741,1.0136,974,-0.2804,0.4176
Detection,Dark-eyed Junco,Intercept,-0.9067,0.3953,-1.696,-0.8906,-0.1585,1.0088,1200,-1.5798,-0.2776
Detection,Downy Woodpecker,Intercept,-0.0506,0.1334,-0.3112,-0.049,0.2104,0.9992,1200,-0.2719,0.1754
Detection,Eastern Bluebird,Intercept,-1.447,0.4047,-2.2694,-1.4296,-0.7186,1.0035,870,-2.1611,-0.8111
