Process,Species,Covariate,Mean,SD,5%,50%,95%,Rhat,ESS,Migratory
Detection,Rock Pigeon,Intercept,-1.8819,1.0596,-3.7577,-1.8437,-0.2126,1.0034,628,R
Detection,Red-shouldered Hawk,Intercept,-2.6752,0.604,-3.5204,-2.7434,-1.5673,1.0089,569,R
Detection,Red-tailed Hawk,Intercept,-2.212,0.628,-3.2943,-2.2005,-1.2285,1.0589,570,R
Detection,Ruby-throated Hummingbird,Intercept,-2.4737,0.2786,-2.8898,-2.4874,-1.9966,1.0049,848,NE
Detection,Red-winged Blackbird,Intercept,0.6021,0.1916,0.3014,0.6038,0.9183,1.003,1200,M
Detection,Savannah Sparrow,Intercept,-0.5376,0.9846,-2.1827,-0.524,1.035,0.9999,1200,M
Detection,Scarlet Tanager,Intercept,-0.5574,0.1522,-0.8217,-0.558,-0.3147,0.9996,1423,NE
Detection,Song Sparrow,Intercept,0.8657,0.1575,0.6092,0.8601,1.1317,1.0018,1200,R
Detection,Swamp Sparrow,Intercept,0.3654,0.5686,-0.5937,0.376,1.2799,1.0034,1200,M
Detection,Tree Swallow,Intercept,-0.8089,0.5554,-1.7224,-0.7871,0.0674,1.0067,1454,M
Detection,Tufted Titmouse,Intercept,0.6526,0.1108,0.467,0.6535,0.8396,1.0075,1200,R
Detection,Turkey Vulture,Intercept,-2.517,0.6106,-3.4727,-2.5354,-1.4751,1.0105,706,M
Detection,Veery,Intercept,-1.1722,0.4647,-1.9377,-1.1633,-0.4316,1.0071,1093,NE
Detection,Virginia Rail,Intercept,-1.3873,1.3067,-3.5374,-1.3886,0.6959,1.0177,1020,M
Detection,Warbling Vireo,Intercept,-0.0998,0.2844,-0.5749,-0.0982,0.3671,1.0003,1200,NE
Detection,White-breasted Nuthatch,Intercept,-0.3065,0.1201,-0.5034,-0.3086,-0.0999,1.0038,1200,R
Detection,White-eyed Vireo,Intercept,0.2375,0.9829,-1.3732,0.257,1.825,1.0019,1200,NE
Detection,Willow Flycatcher,Intercept,-0.181,0.4412,-0.9161,-0.1793,0.545,1.009,1200,NE
Detection,Wild Turkey,Intercept,-2.4412,0.9951,-4.1361,-2.3995,-0.9317,1.0126,316,R
Detection,Winter Wren,Intercept,-0.9422,0.9647,-2.5905,-0.8747,0.5296,1.0113,834,M
Detection,Wood Duck,Intercept,-1.8677,0.9955,-3.6627,-1.835,-0.3399,1.0222,686,M
Detection,Wood Thrush,Intercept,-0.2262,0.1494,-0.4599,-0.2327,0.0279,1.0018,1200,NE
Detection,Yellow-billed Cuckoo,Intercept,-2.4351,0.8365,-3.8415,-2.4085,-1.0516,1.0021,466,NE
Detection,Yellow Warbler,Intercept,-0.0438,0.228,-0.4148,-0.055,0.3505,1.0021,1431,NE
Detection,Yellow-throated Vireo,Intercept,-1.5045,0.5467,-2.4156,-1.4822,-0.6162,1.0445,913,NE
Detection,Yellow-throated Warbler,Intercept,-1.4382,0.7429,-2.6585,-1.397,-0.2515,1.0015,1007,NE
Detection,Acadian Flycatcher,dayyear,-0.2958,0.1251,-0.5026,-0.2935,-0.0916,1.0185,1200,NE
Detection,Alder Flycatcher,dayyear,0.0324,0.2635,-0.4035,0.0327,0.449,1.003,1200,NE
Detection,American Crow,dayyear,0.0215,0.1288,-0.1936,0.0215,0.2255,1.0012,1200,R
Detection,American Goldfinch,dayyear,0.3302,0.0934,0.1759,0.3294,0.4844,1.0044,1200,M
Detection,American Kestrel,dayyear,-0.0296,0.2568,-0.4747,-0.0345,0.4032,1.0059,1200,R
Detection,American Redstart,dayyear,-0.088,0.2109,-0.4501,-0.0831,0.2437,1.0027,1200,NE
Detection,American Robin,dayyear,0.3066,0.1061,0.1353,0.3062,0.4825,1.0055,1505,M
Detection,American Woodcock,dayyear,-0.0703,0.2431,-0.4613,-0.0717,0.3174,0.9992,1200,M
Detection,Barred Owl,dayyear,0.109,0.2279,-0.2469,0.1067,0.4963,1.0103,1200,R
Detection,Bald Eagle,dayyear,0.0487,0.2405,-0.3488,0.0581,0.4516,1.0123,1200,R
Detection,Bank Swallow,dayyear,0.0456,0.244,-0.3613,0.0418,0.4508,1.0164,1200,NE
Detection,Baltimore Oriole,dayyear,-0.49,0.1435,-0.7323,-0.484,-0.2629,1.0014,1200,NE
Detection,Barn Swallow,dayyear,-0.1136,0.2017,-0.454,-0.1123,0.2176,1.0023,1200,NE
Detection,Black-capped Chickadee,dayyear,0.3005,0.0949,0.148,0.2998,0.4594,1.0003,1037,R
Detection,Belted Kingfisher,dayyear,0.2759,0.1857,-0.0176,0.2673,0.588,1.0011,1200,R
Detection,Blue-gray Gnatcatcher,dayyear,-0.0459,0.105,-0.2227,-0.0473,0.1237,1.012,1200,M
Detection,Brown-headed Cowbird,dayyear,0.1213,0.0939,-0.0354,0.122,0.279,1.0128,953,M
Detection,Blue-headed Vireo,dayyear,-0.0337,0.2452,-0.4461,-0.0238,0.3822,1.0085,1060,NE
Detection,Blue Jay,dayyear,-0.0463,0.0936,-0.1982,-0.0446,0.0988,1.0077,1200,M
Detection,Bobolink,dayyear,0.0377,0.251,-0.3544,0.0318,0.4525,1.0023,1200,NE
Detection,Brown Creeper,dayyear,0.3346,0.2001,0.0027,0.3299,0.6567,1.0013,1352,M
Detection,Brown Thrasher,dayyear,-0.0964,0.2283,-0.4615,-0.0997,0.2821,1.005,1200,M
Detection,Black-throated Green Warbler,dayyear,0.0441,0.2526,-0.3592,0.0404,0.4259,1.0036,1200,NE
Detection,Broad-winged Hawk,dayyear,-0.0899,0.2512,-0.4931,-0.0877,0.332,1.0125,1200,NE
Detection,Blue-winged Warbler,dayyear,-0.0047,0.2095,-0.3544,0.0026,0.3438,1.0039,1083,NE
Detection,Canada Goose,dayyear,-0.2263,0.206,-0.5692,-0.2177,0.1001,1.0023,1200,R
Detection,Carolina Wren,dayyear,0.1006,0.1259,-0.0994,0.0987,0.3188,1.0011,1417,R
Detection,Cedar Waxwing,dayyear,0.0171,0.131,-0.2082,0.0192,0.2266,1.0126,1200,M
Detection,Cerulean Warbler,dayyear,0.0586,0.253,-0.3542,0.0551,0.4899,1.0051,1074,NE
Detection,Chipping Sparrow,dayyear,0.0235,0.1516,-0.2298,0.0232,0.2651,0.9991,1200,M
Detection,Chimney Swift,dayyear,-0.043,0.1139,-0.2298,-0.0379,0.1351,0.9994,1200,NE
Detection,Cliff Swallow,dayyear,-0.0271,0.256,-0.4484,-0.0187,0.38,1.0001,1200,NE
Detection,Common Grackle,dayyear,0.2997,0.1316,0.0883,0.2965,0.5134,1.0028,1200,M
Detection,Cooper's Hawk,dayyear,-0.0408,0.2058,-0.375,-0.0415,0.3012,1.0006,1200,M
Detection,Common Yellowthroat,dayyear,0.1115,0.1472,-0.1327,0.1115,0.3596,1.0029,1078,NE
Detection,Dark-eyed Junco,dayyear,0.2254,0.1776,-0.0582,0.2224,0.5245,0.9999,1500,R
Detection,Downy Woodpecker,dayyear,0.4678,0.0982,0.3088,0.4662,0.6336,0.9997,1200,R
Detection,Eastern Bluebird,dayyear,0.3273,0.1614,0.0652,0.322,0.5925,1.0002,1200,M
Detection,Eastern Kingbird,dayyear,0.1083,0.2199,-0.255,0.1081,0.4595,1.0127,1200,NE
Detection,Eastern Meadowlark,dayyear,0.1119,0.2412,-0.3058,0.1163,0.4872,1.0027,1200,M
Detection,Eastern Phoebe,dayyear,-0.1341,0.1644,-0.4033,-0.1321,0.1337,1.0012,1200,M
Detection,Eastern Towhee,dayyear,0.1168,0.1536,-0.1393,0.1147,0.3741,1.0085,1200,M
Detection,Eastern Wood-Pewee,dayyear,-0.0171,0.1023,-0.1848,-0.0191,0.145,1.0024,1200,NE
Detection,European Starling,dayyear,-0.2826,0.1779,-0.5836,-0.2814,0.0021,1.0162,1200,R
Detection,Field Sparrow,dayyear,-0.0618,0.2138,-0.4095,-0.0595,0.2965,0.9999,1461,M
Detection,Great Blue Heron,dayyear,0.2,0.1972,-0.1306,0.1979,0.5249,0.9996,1200,M
Detection,Great Crested Flycatcher,dayyear,-0.0314,0.1063,-0.2085,-0.0281,0.1409,1.0004,1200,NE
Detection,Great Horned Owl,dayyear,0.1343,0.2605,-0.2803,0.1272,0.5666,1.0252,1200,R
Detection,Gray Catbird,dayyear,0.1727,0.1151,-0.0086,0.1704,0.3619,1.0031,1200,M
Detection,Green Heron,dayyear,-0.0317,0.2459,-0.4477,-0.025,0.373,1.0119,1200,M
Detection,Hairy Woodpecker,dayyear,0.2199,0.1323,0.0017,0.2185,0.4355,1.0009,1200,R
Detection,Herring Gull,dayyear,-0.0065,0.2626,-0.4503,-0.0044,0.4166,1.0027,1775,R
Detection,Hermit Thrush,dayyear,-0.0437,0.2489,-0.4665,-0.0341,0.3595,1,1200,NE
Detection,House Finch,dayyear,0.0188,0.1606,-0.2439,0.0211,0.2856,1.0076,1200,R
Detection,House Sparrow,dayyear,-0.0853,0.1622,-0.3432,-0.0857,0.1695,1.0053,1200,R
Detection,Hooded Warbler,dayyear,0.0971,0.1447,-0.1362,0.0935,0.3333,1.0219,1200,NE
Detection,House Wren,dayyear,-0.0127,0.1184,-0.2137,-0.0134,0.1777,1.006,1104,M
Detection,Indigo Bunting,dayyear,-0.2519,0.1206,-0.4546,-0.2516,-0.0638,1.0098,1200,NE
Detection,Killdeer,dayyear,0.0667,0.2089,-0.2917,0.0695,0.4123,1.0025,1200,M
Detection,Louisiana Waterthrush,dayyear,0.0952,0.1978,-0.2298,0.0896,0.4175,1.0106,1200,NE
Detection,Mallard,dayyear,0.1167,0.2183,-0.242,0.1177,0.4777,1.0103,1113,M
Detection,Mourning Dove,dayyear,0.1125,0.1583,-0.1473,0.1148,0.3723,1.0034,1200,M
Detection,Northern Cardinal,dayyear,0.213,0.0991,0.0556,0.2142,0.3709,0.9997,1200,R
Detection,Northern Flicker,dayyear,0.2696,0.1363,0.046,0.267,0.4927,1.0005,1200,M
Detection,Northern Parula,dayyear,0.038,0.2421,-0.3429,0.0479,0.426,1.0033,1017,M
Detection,Northern Rough-winged Swallow,dayyear,0.2027,0.2055,-0.1246,0.1986,0.545,1.0119,1200,M
Detection,Orchard Oriole,dayyear,-0.2155,0.1938,-0.5502,-0.208,0.0937,1.0112,1200,NE
Detection,Ovenbird,dayyear,0.0784,0.2076,-0.2694,0.0811,0.4267,0.9999,1200,NE
Detection,Pileated Woodpecker,dayyear,0.0704,0.1342,-0.1588,0.0735,0.2867,1.0021,1200,R
Detection,Purple Finch,dayyear,0.0571,0.2425,-0.3174,0.0462,0.4651,1.004,1200,M
Detection,Purple Martin,dayyear,0.0411,0.2496,-0.3673,0.0347,0.4428,1.0129,1200,NE
Detection,Rose-breasted Grosbeak,dayyear,-0.0081,0.1425,-0.2435,-0.0109,0.2328,1.0164,1215,NE
Detection,Ring-billed Gull,dayyear,-0.0542,0.2161,-0.4036,-0.0483,0.2985,1.0137,1200,R
Detection,Red-breasted Nuthatch,dayyear,0.0626,0.2537,-0.3517,0.0673,0.4757,1.0155,1200,M
Detection,Red-bellied Woodpecker,dayyear,-0.126,0.0892,-0.2729,-0.1227,0.023,1.0142,1200,R
Detection,Red-eyed Vireo,dayyear,-0.1494,0.0987,-0.3087,-0.1491,0.0106,0.9992,1200,NE
Detection,Red-headed Woodpecker,dayyear,0.2337,0.2176,-0.1084,0.2334,0.5775,1.0043,1200,R
Detection,Rock Pigeon,dayyear,-0.0699,0.2348,-0.4499,-0.0672,0.3134,1.0054,1200,R
Detection,Red-shouldered Hawk,dayyear,0.2575,0.1906,-0.0435,0.2505,0.5773,1.0039,1200,R
Detection,Red-tailed Hawk,dayyear,0.1401,0.1974,-0.1644,0.1379,0.466,1.0018,1086,R
Detection,Ruby-throated Hummingbird,dayyear,0.2643,0.1547,0.0092,0.259,0.5114,1.001,1145,NE
Detection,Red-winged Blackbird,dayyear,-0.0494,0.1353,-0.2658,-0.0468,0.1729,1.0064,1200,M
Detection,Savannah Sparrow,dayyear,-0.042,0.2586,-0.4612,-0.0394,0.3888,1.0039,1200,M
Detection,Scarlet Tanager,dayyear,0.2889,0.113,0.1061,0.2858,0.4741,1.0082,1200,NE
Detection,Song Sparrow,dayyear,0.1084,0.1225,-0.0984,0.1118,0.3065,1.0084,1641,R
Detection,Swamp Sparrow,dayyear,0.0891,0.2367,-0.2922,0.0859,0.4868,1.0007,1200,M
Detection,Tree Swallow,dayyear,-0.1868,0.2089,-0.5358,-0.1902,0.1546,1.0024,1200,M
Detection,Tufted Titmouse,dayyear,-0.0833,0.0931,-0.2433,-0.0825,0.064,1.0031,1200,R
Detection,Turkey Vulture,dayyear,-0.03,0.2041,-0.3696,-0.0193,0.2904,1.0034,1200,M
Detection,Veery,dayyear,0.0176,0.1935,-0.3048,0.0212,0.322,1.0152,1200,NE
Detection,Virginia Rail,dayyear,0.0481,0.268,-0.3937,0.0388,0.4893,1.0231,1200,M
Detection,Warbling Vireo,dayyear,0.2532,0.1672,-0.0042,0.2492,0.5278,1.0045,1200,NE
Detection,White-breasted Nuthatch,dayyear,0.5217,0.099,0.3658,0.5157,0.686,1.0039,1200,R
Detection,White-eyed Vireo,dayyear,0.0475,0.2539,-0.3548,0.0389,0.4801,1.0109,1200,NE
Detection,Willow Flycatcher,dayyear,-0.1904,0.2188,-0.5514,-0.1926,0.1701,0.9992,1310,NE
Detection,Wild Turkey,dayyear,-0.0155,0.2215,-0.3735,-0.0134,0.3261,1.0076,1200,R
Detection,Winter Wren,dayyear,-0.029,0.2472,-0.4472,-0.0215,0.3672,1.0118,1200,M
Detection,Wood Duck,dayyear,0.03,0.2443,-0.3838,0.0345,0.4373,1.0021,1200,M
Detection,Wood Thrush,dayyear,0.1295,0.1047,-0.0456,0.1329,0.2999,1.0072,1305,NE
Detection,Yellow-billed Cuckoo,dayyear,0.0927,0.2198,-0.2777,0.0876,0.4456,1.0366,1200,NE
Detection,Yellow Warbler,dayyear,-0.171,0.1459,-0.4044,-0.171,0.0694,1.0122,1200,NE
Detection,Yellow-throated Vireo,dayyear,0.1081,0.1888,-0.2103,0.105,0.4085,1.0179,1200,NE
Detection,Yellow-throated Warbler,dayyear,0.0393,0.224,-0.3269,0.0429,0.3991,1.0083,1200,NE
Detection,Acadian Flycatcher,seasons,0.1281,0.1208,-0.072,0.1325,0.3217,1.005,1099,NE
Detection,Alder Flycatcher,seasons,0.1501,0.1972,-0.1793,0.1483,0.4671,1.004,1200,NE
Detection,American Crow,seasons,0.273,0.129,0.0597,0.2762,0.477,1.0129,1199,R
Detection,American Goldfinch,seasons,0.0925,0.0958,-0.0647,0.0914,0.2493,1.0026,1200,M
Detection,American Kestrel,seasons,0.1225,0.1883,-0.1914,0.1214,0.4377,1.0155,1200,R
Detection,American Redstart,seasons,0.2721,0.1894,-0.0222,0.2676,0.5942,1.01,1200,NE
Detection,American Robin,seasons,0.1771,0.1015,0.0139,0.1739,0.3423,1.0081,1200,M
Detection,American Woodcock,seasons,0.1508,0.1862,-0.165,0.1582,0.4342,1.0145,1200,M
Detection,Barred Owl,seasons,0.1878,0.1915,-0.1095,0.1881,0.5077,1.0016,1200,R
Detection,Bald Eagle,seasons,0.1902,0.179,-0.1064,0.1872,0.4885,1.0057,1200,R
Detection,Bank Swallow,seasons,0.1423,0.1926,-0.1741,0.1473,0.475,1.002,1200,NE
Detection,Baltimore Oriole,seasons,0.0733,0.1264,-0.1371,0.077,0.2804,1.0128,1347,NE
Detection,Barn Swallow,seasons,0.0489,0.1728,-0.2379,0.0514,0.329,1.0031,1145,NE
Detection,Black-capped Chickadee,seasons,0.0183,0.0941,-0.1356,0.0155,0.1725,1.0144,1200,R
Detection,Belted Kingfisher,seasons,0.15,0.1567,-0.108,0.1507,0.4085,1.023,1200,R
Detection,Blue-gray Gnatcatcher,seasons,-0.0284,0.1113,-0.2084,-0.0269,0.1533,1.0044,1200,M
Detection,Brown-headed Cowbird,seasons,0.3411,0.1002,0.1787,0.3408,0.5079,1.0069,1200,M
Detection,Blue-headed Vireo,seasons,0.1451,0.1973,-0.1694,0.1421,0.4799,1.0005,1323,NE
Detection,Blue Jay,seasons,0.0535,0.0942,-0.1045,0.0552,0.2047,1.0025,1083,M
Detection,Bobolink,seasons,0.1477,0.1955,-0.1706,0.1496,0.4731,1.0085,1200,NE
Detection,Brown Creeper,seasons,0.1664,0.1697,-0.1098,0.1596,0.4407,1.0047,1411,M
Detection,Brown Thrasher,seasons,0.1254,0.1936,-0.2047,0.1328,0.4198,1.0067,1062,M
Detection,Black-throated Green Warbler,seasons,0.1481,0.1922,-0.1659,0.1483,0.469,1.0216,1200,NE
Detection,Broad-winged Hawk,seasons,0.1476,0.1906,-0.167,0.1553,0.4503,1.0078,1200,NE
Detection,Blue-winged Warbler,seasons,0.1565,0.1905,-0.1609,0.1618,0.4599,1.0003,1200,NE
Detection,Canada Goose,seasons,0.0466,0.1693,-0.2314,0.0489,0.3225,1.0183,1193,R
Detection,Carolina Wren,seasons,0.4196,0.138,0.1998,0.4197,0.6449,1.0024,1200,R
Detection,Cedar Waxwing,seasons,0.1942,0.1259,-0.0166,0.193,0.3946,1.0041,1200,M
Detection,Cerulean Warbler,seasons,0.1494,0.1944,-0.169,0.1506,0.4663,1.0063,1200,NE
Detection,Chipping Sparrow,seasons,0.2073,0.1431,-0.0284,0.2031,0.4323,1.0011,1200,M
Detection,Chimney Swift,seasons,0.079,0.1133,-0.1016,0.0793,0.2663,1.0012,1738,NE
Detection,Cliff Swallow,seasons,0.1664,0.1879,-0.1465,0.1676,0.4821,1.0095,1200,NE
Detection,Common Grackle,seasons,0.3611,0.1302,0.1482,0.3585,0.5686,1.0091,1200,M
Detection,Cooper's Hawk,seasons,0.2034,0.1795,-0.0834,0.2035,0.5006,1.0012,1200,M
Detection,Common Yellowthroat,seasons,0.1,0.1437,-0.1376,0.097,0.336,1.0046,1200,NE
Detection,Dark-eyed Junco,seasons,0.0029,0.1765,-0.302,0.0055,0.2856,0.9996,1200,R
Detection,Downy Woodpecker,seasons,0.3108,0.0976,0.1552,0.3086,0.4695,1.0067,1200,R
Detection,Eastern Bluebird,seasons,0.1041,0.1556,-0.1603,0.1017,0.3569,1.0006,1200,M
Detection,Eastern Kingbird,seasons,0.0472,0.1787,-0.2471,0.0476,0.3333,1.0054,959,NE
Detection,Eastern Meadowlark,seasons,0.1002,0.1972,-0.2192,0.1003,0.4272,0.9996,1094,M
Detection,Eastern Phoebe,seasons,-0.0727,0.1863,-0.3909,-0.0705,0.2169,1.0063,1101,M
Detection,Eastern Towhee,seasons,0.1467,0.152,-0.097,0.1475,0.3866,0.9997,1200,M
Detection,Eastern Wood-Pewee,seasons,0.365,0.1061,0.1966,0.3633,0.5454,1.0054,1335,NE
Detection,European Starling,seasons,0.0561,0.1586,-0.2174,0.0595,0.3118,1.0012,1200,R
Detection,Field Sparrow,seasons,0.1494,0.1862,-0.1645,0.1527,0.448,1.0032,1200,M
Detection,Great Blue Heron,seasons,0.0663,0.1753,-0.2354,0.072,0.3462,0.9993,1176,M
Detection,Great Crested Flycatcher,seasons,0.0785,0.105,-0.0997,0.0813,0.2476,1.0036,1200,NE
Detection,Great Horned Owl,seasons,0.1613,0.193,-0.1551,0.1639,0.4825,1.0035,1200,R
Detection,Gray Catbird,seasons,0.1256,0.1162,-0.0663,0.1254,0.3169,1.0082,1200,M
Detection,Green Heron,seasons,0.141,0.2024,-0.1935,0.1462,0.4646,1.0013,1200,M
Detection,Hairy Woodpecker,seasons,0.0527,0.1239,-0.1492,0.0548,0.2584,1.0012,1091,R
Detection,Herring Gull,seasons,0.1165,0.1964,-0.214,0.1188,0.4325,1.0048,1200,R
Detection,Hermit Thrush,seasons,0.1016,0.1995,-0.2384,0.1071,0.4278,1.0031,1200,NE
Detection,House Finch,seasons,0.173,0.1413,-0.058,0.1743,0.4023,1.0059,1200,R
Detection,House Sparrow,seasons,0.0633,0.1499,-0.1898,0.0638,0.3082,1.0024,1200,R
Detection,Hooded Warbler,seasons,0.0566,0.1447,-0.1921,0.0596,0.2847,1.0044,1444,NE
Detection,House Wren,seasons,-0.0752,0.1328,-0.2942,-0.0741,0.1472,1,1200,M
Detection,Indigo Bunting,seasons,0.2149,0.1255,0.0088,0.2133,0.4202,1.003,1200,NE
Detection,Killdeer,seasons,0.0501,0.1795,-0.24,0.0529,0.3354,1.0094,1079,M
Detection,Louisiana Waterthrush,seasons,0.1002,0.1794,-0.1968,0.1002,0.3931,1.0026,1200,NE
Detection,Mallard,seasons,0.1639,0.1829,-0.1277,0.1604,0.4746,1.0003,1200,M
Detection,Mourning Dove,seasons,0.1337,0.1515,-0.1128,0.1304,0.3796,1.0056,1815,M
Detection,Northern Cardinal,seasons,0.2523,0.1035,0.084,0.2536,0.4266,1.006,1200,R
Detection,Northern Flicker,seasons,0.1999,0.1287,-0.0058,0.1943,0.4186,1.0037,1200,M
Detection,Northern Parula,seasons,0.1416,0.1882,-0.1797,0.1374,0.4573,1.0091,1200,M
Detection,Northern Rough-winged Swallow,seasons,0.0459,0.1682,-0.2357,0.0555,0.3107,1.008,1175,M
Detection,Orchard Oriole,seasons,0.2666,0.1709,-0.0057,0.2677,0.5603,1.0153,1200,NE
Detection,Ovenbird,seasons,0.1113,0.1858,-0.1985,0.1161,0.4052,1.0029,1506,NE
Detection,Pileated Woodpecker,seasons,0.1668,0.1261,-0.0428,0.1683,0.369,0.9999,1200,R
Detection,Purple Finch,seasons,0.1465,0.1922,-0.1574,0.1449,0.4642,0.9996,1200,M
Detection,Purple Martin,seasons,0.147,0.1931,-0.1618,0.1401,0.4621,1.0012,1200,NE
Detection,Rose-breasted Grosbeak,seasons,0.1715,0.1352,-0.0431,0.1706,0.3909,1.0156,1200,NE
Detection,Ring-billed Gull,seasons,0.1089,0.166,-0.1742,0.1179,0.3715,1.0053,1200,R
Detection,Red-breasted Nuthatch,seasons,0.1497,0.1938,-0.1642,0.1476,0.4772,1.0009,1200,M
Detection,Red-bellied Woodpecker,seasons,0.3105,0.0922,0.163,0.3061,0.4657,1.0014,1200,R
Detection,Red-eyed Vireo,seasons,0.1052,0.0989,-0.052,0.1037,0.2636,1.0068,1200,NE
Detection,Red-headed Woodpecker,seasons,0.2228,0.1876,-0.0797,0.2182,0.5353,1.0046,1200,R
Detection,Rock Pigeon,seasons,0.1281,0.1943,-0.1959,0.1322,0.4371,1.0157,1200,R
Detection,Red-shouldered Hawk,seasons,0.0115,0.1723,-0.2837,0.0218,0.2803,1.0008,1200,R
Detection,Red-tailed Hawk,seasons,0.2651,0.1734,-0.0261,0.2639,0.5466,1.0041,1200,R
Detection,Ruby-throated Hummingbird,seasons,0.3639,0.1397,0.1402,0.3575,0.5969,1.0134,1051,NE
Detection,Red-winged Blackbird,seasons,0.2309,0.1364,0.0245,0.2266,0.4534,1.0001,1200,M
Detection,Savannah Sparrow,seasons,0.1095,0.1968,-0.2039,0.11,0.4219,1.0072,1236,M
Detection,Scarlet Tanager,seasons,0.001,0.1134,-0.1878,0.0009,0.188,0.9994,1348,NE
Detection,Song Sparrow,seasons,0.1895,0.1177,-0.0038,0.19,0.3846,1.0083,1200,R
Detection,Swamp Sparrow,seasons,0.1686,0.1848,-0.1383,0.1677,0.4647,1.0014,1200,M
Detection,Tree Swallow,seasons,0.1486,0.1837,-0.1435,0.1484,0.4479,1.0005,1200,M
Detection,Tufted Titmouse,seasons,0.3881,0.0949,0.2331,0.39,0.5402,1.0284,1200,R
Detection,Turkey Vulture,seasons,0.0669,0.1681,-0.2013,0.0657,0.3511,1.008,1312,M
Detection,Veery,seasons,0.1903,0.1657,-0.0673,0.1852,0.4544,1.0008,1200,NE
Detection,Virginia Rail,seasons,0.1416,0.1853,-0.164,0.145,0.4372,0.9994,1200,M
Detection,Warbling Vireo,seasons,0.2117,0.1561,-0.0449,0.2132,0.4691,1.0102,1200,NE
Detection,White-breasted Nuthatch,seasons,0.0846,0.0922,-0.0666,0.087,0.2368,1.0022,1200,R
Detection,White-eyed Vireo,seasons,0.2164,0.1886,-0.0967,0.2139,0.5308,1.0054,1200,NE
Detection,Willow Flycatcher,seasons,0.0529,0.1828,-0.2534,0.0557,0.3391,1.0157,1321,NE
Detection,Wild Turkey,seasons,0.1124,0.1712,-0.1733,0.1134,0.3892,0.9996,1200,R
Detection,Winter Wren,seasons,0.1101,0.1946,-0.2064,0.1079,0.4272,1.0047,1200,M
Detection,Wood Duck,seasons,0.1689,0.1944,-0.1428,0.1707,0.4852,1.0078,1200,M
Detection,Wood Thrush,seasons,0.1554,0.1123,-0.0232,0.1529,0.3358,1.0014,1200,NE
Detection,Yellow-billed Cuckoo,seasons,0.1764,0.1814,-0.1135,0.1699,0.4837,1.0023,1200,NE
Detection,Yellow Warbler,seasons,0.1546,0.1375,-0.0639,0.1538,0.3908,1.0047,1653,NE
Detection,Yellow-throated Vireo,seasons,0.2022,0.1631,-0.0651,0.2026,0.4661,1.0021,1200,NE
Detection,Yellow-throated Warbler,seasons,0.0939,0.1794,-0.212,0.0936,0.3737,1.0055,1200,NE
