"plot_id","id","site name","reservation","community","vibi","fqai","deer","year","panel","pcap id","fragment id","developed","activity area","closest developed","sanctioned trail","bootleg trail","closest trail","developed edge","stream edge","total edges","fragment area","fragment perimeter","ldi index score","area","perimeter","field_25"
"1113_1st",112,1113,North Chagrin,"""MIXED"" FORESTS",47,23.76900329,medium,2011,Year_2,137,17124,125,375,125,604,280,280,11010,1830,12839,1917366,8952,1.68,1087039,6762,
"1114_1st",113,1114,Bradley Woods,Beech-maple forest,54,17.67766953,medium,2011,Year_2,138,3782,28,469,28,329,229,229,20787,0,20787,2780009,12429,1.25,0,0,
"1119_1st",118,1119,South Chagrin,Young field (<5 years),13,8.621054497,medium,2011,Year_2,143,10344,57,0,0,57,9,9,9758,0,9758,414868,6220,2.43,0,0,
"1125_1st",124,1125,Brecksville,Planted-Norway Spruce,58,23.46215521,medium,2011,Year_2,149,758,119,369,119,1,13,1,9445,9766,19211,2708700,9043,1.31,1937830,9532,
"1126_1st",125,1126,Mill Stream Run,Atypical Upland Forest,46,19.69463856,medium,2011,Year_2,150,1865,116,17,17,,,,4217,0,4217,380278,3205,1.47,0,0,
"1127_1st",126,1127,Bedford,Hemlock-hardwood forest,48,19.85782801,medium,2011,Year_2,151,3072,444,478,444,472,5,5,6617,4929,11546,965735,8324,1.24,458541,4240,
"1134_1st",133,1134,Bradley Woods,Red maple thickets and woodlands,13,13.89946481,medium,2011,Year_2,158,3782,6,491,6,85,95,85,20787,0,20787,2780009,12429,1.25,0,0,
"1135_1st",134,1135,Mill Stream Run,Other-Declining White Pine Stand,53,24.37483032,medium,2011,Year_2,159,828,201,804,201,2,20,2,12861,2764,15624,3645170,10878,1.22,2528157,11042,
"1138_1st",137,1138,Rocky River,Young field (<5 years),16,7.937253933,medium,2011,Year_2,161,3614,13,548,13,99,99,99,7409,1895,9304,659619,5641,2.43,0,0,
"1146_1st",145,1146,Hinckley,"""MIXED"" FORESTS",63,27.14285714,medium,2011,Year_2,169,318,307,568,307,284,120,120,23105,0,23105,4185661,12531,1.38,2877403,9218,
"1153_1st",152,1153,Brecksville,Beech-maple forest,63,24.27166324,medium,2011,Year_2,176,1044,132,595,132,102,203,102,8257,749,9006,1771071,6580,1.5,867314,4697,
"1161_1st",160,1161,North Chagrin,Red maple thickets and woodlands,33,17.34454765,medium,2011,Year_2,184,17067,77,1008,77,36,435,36,5155,0,5155,562002,4101,2.21,0,0,
"1162_1st",161,1162,Hinckley,Sedge seep (e.g. Carex bromoides),68,19.36731843,medium,2011,Year_2,185,335,125,362,125,96,192,96,12459,4223,16682,1813467,11535,1.38,1140957,7831,
"1167_1st",166,1167,Mill Stream Run,Cratategus shrub thicket,47,15.125,medium,2011,Year_2,190,828,95,1416,95,346,283,283,12861,2764,15624,3645170,10878,1.22,0,0,
"1169_1st",168,1169,Brecksville,"""MIXED"" FORESTS",53,24.52889453,medium,2011,Year_2,192,2465,94,1339,94,423,22,22,6907,3043,9949,643893,6659,2.05,0,0,
"1171_1st",170,1171,Bedford,Mesic Floodplain Forest,67,27.24378609,medium,2011,Year_2,194,2169,143,,143,42,36,36,11148,2862,14011,939302,6219,1.65,368780,4479,
"1176_1st",175,1176,South Chagrin,Beech-red oak forest,70,27.0,medium,2011,Year_2,199,9162,173,466,173,27,47,27,10222,0,10222,1149320,7522,1.62,482052,4999,
"1179_1st",178,1179,Mill Stream Run,Mesic Floodplain Forest,27,14.25140569,medium,2011,Year_2,202,2671,16,,16,,,,8899,0,8899,27836,892,3.24,0,0,
"1184_1st",183,1184,North Chagrin,Red maple thickets and woodlands,22,14.6,medium,2011,Year_2,207,17823,34,,34,51,433,51,2331,0,2331,175725,2030,2.34,0,0,
"1190_1st",189,1190,Mill Stream Run,Maple-Ash-Elm forest,40,21.91346618,medium,2011,Year_2,213,2032,11,330,11,173,145,145,3995,2392,6388,385155,4826,1.98,0,0,
"1206_1st",205,1206,Rocky River,"""MIXED"" FORESTS",64,19.7508288,medium,2012,Year_3,248,7034,68,9,9,66,15,15,8129,3163,11291,1076909,9523,2.66,0,0,
"1207_1st",206,1207,Bedford,Young field  (<5 years),0,4.056740423,medium,2012,Year_3,249,5935,109,466,109,493,487,487,7245,0,7245,394793,3150,1.89,149901,1753,
"1210_1st",209,1210,Hinckley,"""MIXED"" FORESTS",40,20.71291867,medium,2012,Year_3,252,318,201,590,201,336,161,161,23105,0,23105,4185661,12531,1.38,2877403,9218,
"1216_1st",215,1216,Brecksville,Mesic Floodplain Forest,71,22.91860151,medium,2012,Year_3,258,6430,105,,105,,,,1544,0,1544,155322,1544,1.33,37988,802,
"1218_1st",217,1218,Rocky River,Mesic Floodplain Forest,64,23.6943818,medium,2012,Year_3,260,7815,47,305,47,65,83,65,7774,6303,14077,942215,11103,1.97,0,0,
"1219_1st",218,1219,Bedford,Planted-White Pine,39,16.61700936,medium,2012,Year_3,261,4694,145,,145,,,,5715,0,5715,345231,4261,2.19,89552,1566,
"1220_1st",219,1220,North Chagrin,Streams and Rivers,34,12.5031575,medium,2012,Year_3,262,16324,202,,202,,,,5622,3584,9205,588988,5372,1.27,324259,4233,
"1229_1st",228,1229,Hinckley,"""MIXED"" FORESTS",50,19.90058626,medium,2012,Year_3,271,714,190,105,105,,,,5101,0,5101,342372,3377,1.97,54833,1256,
"1230_1st",229,1230,Rocky River,Young field (<5 years),24,11.13552873,medium,2012,Year_3,272,9127,10,43,10,,,,2794,0,2794,16277,1455,3.83,0,0,
"1231_1st",230,1231,South Chagrin,Red maple thickets and woodlands,23,11.85714286,medium,2012,Year_3,273,10427,17,,17,,,,5269,0,5269,201940,3326,2.24,0,0,
"1232_1st",231,1232,North Chagrin,Atypical Upland Forest,60,17.85767487,medium,2012,Year_3,274,16615,23,,23,32,1335,32,9324,2678,12002,680474,8158,1.74,0,0,
"1236_1st",235,1236,South Chagrin,Mesic Floodplain Forest,74,29.63489957,medium,2012,Year_3,278,9162,56,71,56,15,4,4,10222,0,10222,1149320,7522,1.62,0,0,
"1237_1st",236,1237,Brecksville,"""MIXED"" FORESTS",63,29.14816263,medium,2012,Year_3,279,758,368,338,338,235,248,235,9445,9766,19211,2708700,9043,1.31,1937830,9532,
"1240_1st",239,1240,South Chagrin,"""MIXED"" FORESTS",60,24.50947339,medium,2012,Year_3,282,10063,17,,17,64,453,64,12255,0,12255,371460,4714,2.0,0,0,
"1241_1st",240,1241,Hinckley,rice-cutgrass meadow,67,20.74197455,medium,2012,Year_3,283,517,116,,116,,,,11862,5584,17446,1444312,11430,1.1,567582,5342,
"1243_1st",242,1243,Brecksville,Beech-maple forest,43,17.82675246,medium,2012,Year_3,285,865,36,162,36,,,,7898,0,7898,223627,3410,2.65,0,0,
"1261_1st",260,1261,Hinckley,Beech-maple forest,63,23.94227554,medium,2012,Year_3,303,664,200,170,170,2,18,2,12373,3242,15615,2008135,8465,1.7,1218361,7697,
"1267_1st",266,1267,Bedford,"""MIXED"" FORESTS",33,18.14732987,medium,2012,Year_3,309,2169,38,,38,59,12,12,11148,2862,14011,939302,6219,1.65,0,0,
"1268_1st",267,1268,South Chagrin,Sycamore Woodland,43,18.71428571,medium,2012,Year_3,310,10775,8,,8,,,,1921,0,1921,45286,1921,3.57,0,0,
"1269_1st",268,1269,Brecksville,"""MIXED"" FORESTS",70,25.08877854,medium,2012,Year_3,311,758,332,339,332,103,86,86,9445,9766,19211,2708700,9043,1.31,1937830,9532,
"1271_1st",270,1271,Bedford,"""MIXED"" FORESTS",43,15.39600718,medium,2012,Year_3,313,3386,79,301,79,204,212,204,10139,8695,18834,1945098,13162,1.78,0,0,
"1275_1st",274,1275,Mill Stream Run,"""MIXED"" FORESTS",51,19.89227746,medium,2012,Year_3,317,828,195,73,73,21,14,14,12861,2764,15624,3645170,10878,1.22,0,0,
"1281_1st",280,1281,Brecksville,"""MIXED"" FORESTS",52,15.73312588,medium,2012,Year_3,323,1044,275,115,115,63,112,63,8257,749,9006,1771071,6580,1.5,867314,4697,
"1286_1st",285,1286,Rocky River,"""MIXED"" FORESTS",44,18.4327075,medium,2012,Year_3,328,7034,46,375,46,258,7,7,8129,3163,11291,1076909,9523,2.66,0,0,
"1294_1st",293,1294,Rocky River,Hemlock-hardwood forest,66,25.62595667,medium,2012,Year_3,336,3772,40,1235,40,1237,1169,1169,5546,3266,8812,319384,5227,1.53,0,0,
"1300_1st",299,1300,South Chagrin,"""MIXED"" FORESTS",49,19.91728177,medium,2012,Year_3,342,9162,11,16,11,12,45,12,10222,0,10222,1149320,7522,1.62,0,0,
"1313_1st",312,1313,Brecksville,Beech-red oak forest,57,19.528327,medium,2013,Year_4,372,818,12,,12,,,,16608,0,16608,1101809,8421,1.29,0,0,
"1317_1st",316,1317,Hinckley,"""MIXED"" FORESTS",46,19.17028951,medium,2013,Year_4,376,318,233,564,233,153,17,17,23105,0,23105,4185661,12531,1.38,2877403,9218,
"1318_1st",317,1318,Mill Stream Run,Mesic Floodplain Forest,47,15.29978213,medium,2013,Year_4,377,2032,107,665,107,515,384,384,3995,2392,6388,385155,4826,1.98,113674,1666,
"1320_1st",319,1320,South Chagrin,successional sedge meadow,54,16.808383,medium,2013,Year_4,379,10063,99,,99,108,205,108,12255,0,12255,371460,4714,2.0,0,0,
"1325_1st",324,1325,Hinckley,"""MIXED"" FORESTS",67,24.5,medium,2013,Year_4,384,318,432,299,299,24,116,24,23105,0,23105,4185661,12531,1.38,2877403,9218,
"1326_1st",325,1326,Rocky River,Mesic Floodplain Forest,53,18.47520861,medium,2013,Year_4,385,12508,17,,17,17,74,17,4490,1605,6095,78272,2464,2.98,0,0,
"1330_1st",329,1330,Rocky River,Mesic Floodplain Forest,45,18.3829006,medium,2013,Year_4,389,3744,178,96,96,,,,975,818,1794,106008,1331,2.33,0,0,
"1335_1st",334,1335,Bedford,Young field (<5 years),13,12.29359712,medium,2013,Year_4,394,5935,107,400,107,185,129,129,7245,0,7245,394793,3150,1.89,149901,1753,
"1338_1st",337,1338,Hinckley,Mesic Floodplain Forest,54,28.19402819,medium,2013,Year_4,397,335,454,609,454,151,138,138,12459,4223,16682,1813467,11535,1.38,1140957,7831,
"1355_1st",354,1355,Mill Stream Run,Mesic Floodplain Forest,54,26.10919648,medium,2013,Year_4,414,1551,32,226,32,343,24,24,5080,856,5936,480392,3066,1.81,0,0,
"1357_1st",356,1357,Hinckley,Sugar maple forest,74,25.77256293,medium,2013,Year_4,416,664,18,263,18,125,202,125,12373,3242,15615,2008135,8465,1.7,0,0,
"1359_1st",358,1359,Mill Stream Run,"""MIXED"" FORESTS",40,17.49146133,medium,2013,Year_4,418,965,498,,498,,,,5745,4399,10144,907648,6080,1.15,603205,3629,
"1361_1st",360,1361,Brecksville,Dry-Mesic Oak Forest and Woodland,60,25.12255674,medium,2013,Year_4,420,758,294,266,266,282,181,181,9445,9766,19211,2708700,9043,1.31,1937830,9532,
"1363_1st",362,1363,Brecksville,Mesic Floodplain Forest,61,23.57667596,medium,2013,Year_4,422,1724,30,,30,,,,22891,4838,27728,2363180,11126,3.5,0,0,
"1369_1st",368,1369,North Chagrin,Mesic Floodplain Forest,67,28.6803174,medium,2013,Year_4,428,17072,291,368,291,4,62,4,3845,1830,5674,584325,4305,1.46,373019,3297,
"1370_1st",369,1370,Hinckley,Beech-maple forest,63,28.14285714,medium,2013,Year_4,429,318,596,575,575,5,12,5,23105,0,23105,4185661,12531,1.38,2877403,9218,
"1372_1st",371,1372,Bedford,Skunk cabbage seep,35,18.71941951,medium,2013,Year_4,431,3386,267,233,233,80,63,63,10139,8695,18834,1945098,13162,1.78,1238095,9912,
"1380_1st",379,1380,North Chagrin,"""MIXED"" FORESTS",57,19.41695604,medium,2013,Year_4,438,16616,44,1036,44,113,30,30,5583,1230,6813,1485834,5875,1.67,0,0,
"1389_1st",388,1389,Hinckley,"""MIXED"" FORESTS",55,21.35496389,medium,2013,Year_4,446,664,68,319,68,607,163,163,12373,3242,15615,2008135,8465,1.7,0,0,
"1393_1st",392,1393,Brecksville,"""MIXED"" FORESTS",39,16.72015659,medium,2013,Year_4,450,822,20,,20,,,,4273,0,4273,33800,2379,4.89,0,0,
"1395_1st",394,1395,Bedford,other wet meadow (red top grass and wool grass),33,6.4049,medium,2013,Year_4,452,3386,346,780,346,330,32,32,10139,8695,18834,1945098,13162,1.78,1238095,9912,
"3367_1st",403,3367,Rocky River,Mesic Floodplain Forest,61,20.20126009,medium,2010,Year_1,106,3733,98,,98,,,,3830,1938,5768,165914,4350,2.53,0,0,
"3376_1st",409,3376,Euclid Creek,Beech-red oak forest,39,16.80277755,medium,2010,Year_1,110,16484,113,1098,113,512,2,2,5927,4148,10075,543735,8853,3.86,10300,459,
"3381_1st",413,3381,Mill Stream Run,Mesic Floodplain Forest,33,14.96910398,medium,2010,Year_1,113,915,21,,21,,,,4078,3067,7145,137875,3867,1.6,0,0,
"3382_1st",414,3382,Brecksville,Dry Oak forest and Woodland,64,27.57142857,medium,2011,Year_2,227,758,318,256,256,295,279,279,9445,9766,19211,2708700,9043,1.31,1937830,9532,
"3394_1st",421,3394,Brecksville,Mesic Floodplain Forest,60,27.44444444,medium,2011,Year_2,230,836,271,,271,,,,11366,6687,18053,1996689,8598,1.15,1442707,5815,
"3400_1st",427,3400,Bedford,Hemlock-hardwood forest,55,23.32625743,medium,2011,Year_2,232,3072,74,375,74,171,18,18,6617,4929,11546,965735,8324,1.24,0,0,
"3406_1st",430,3406,Hinckley,Beech-maple forest,64,31.75426481,medium,2011,Year_2,235,335,186,500,186,229,243,229,12459,4223,16682,1813467,11535,1.38,1140957,7831,
"3410_1st",432,3410,Brecksville,Cottonwood Forest,29,14.13831291,medium,2013,Year_4,459,1209,9,,9,,,,8652,2481,11133,591040,5631,1.22,0,0,
"3412_1st",434,3412,Bedford,Young field (<5 years),0,6.046918008,medium,2012,Year_3,343,1991,44,,44,,,,7619,452,8071,512305,6644,1.79,0,0,
"3420_1st",440,3420,West Creek,"""MIXED"" FORESTS",23,12.93158175,medium,2010,Year_1,119,2876,72,65,65,94,111,94,13199,3831,17030,575243,9068,1.26,0,0,
"3421_1st",441,3421,South Chagrin,Mixed swamp forest,47,19.65852556,medium,2012,Year_3,351,10063,42,,42,231,342,231,12255,0,12255,371460,4714,2.0,0,0,
"3422_1st",442,3422,Hinckley,Old field (>10 years),34,16.48274404,medium,2013,Year_4,461,318,115,111,111,23,171,23,23105,0,23105,4185661,12531,1.38,2877403,9218,
"3423_1st",443,3423,Bedford,Red maple thickets and woodlands,16,10.88871446,medium,2012,Year_3,349,3409,15,,15,545,572,545,9049,0,9049,528551,7985,2.68,0,0,
"3425_1st",444,3425,North Chagrin,Beech-red oak forest,74,25.03366155,medium,2011,Year_2,240,17124,44,681,44,5,78,5,11010,1830,12839,1917366,8952,1.68,0,0,
"3435_1st",448,3435,Big Creek,"""MIXED"" FORESTS",43,19.60035492,medium,2011,Year_2,241,3248,14,,14,392,404,392,3779,254,4033,223909,3394,1.47,0,0,
"3439_1st",450,3439,Rocky River,Mesic Floodplain Forest,64,24.55887745,medium,2012,Year_3,344,7285,211,339,211,69,11,11,1465,1284,2749,128174,2379,1.41,47232,920,
"3459_1st",459,3459,Big Creek,Mesic Floodplain Forest,36,14.9829969,medium,2011,Year_2,242,2129,41,,41,543,92,92,4410,488,4898,209569,2689,1.8,0,0,
"3499_1st",467,3499,Rocky River,Mesic Floodplain Forest,46,20.50609665,medium,2013,Year_4,474,4135,165,,165,72,6,6,7129,2767,9896,347694,6673,1.41,43570,1415,
"3812_1st",474,3812,Brookside,Young field (<5 years),0,4.041451884,medium,2011,Year_3,352,6726,51,17,17,58,28,28,6501,156,6658,269922,3743,5.23,0,0,
"3964_1st",475,3964,Ohio and Erie Canal,Cottonwood Forest,24,12.44158766,medium,2012,Year_3,359,7567,8,,8,,,,9213,2418,11631,92757,3498,3.42,0,0,
"1063_1st",63,1063,Bedford,Young Field (<5 years),7,4.4,,2010,Year_1,63,2936,260,0,0,393,475,393,8175,241,8416,958260,4891,6.12,0,0,
"1088_1st",88,1088,Brookside,Young Field (<5 years),6,14.28355698,,2010,Year_1,88,6878,13,1193,13,,,,3793,845,4638,56697,3489,7.11,0,0,
"1107_1st",106,1107,Bedford,Streams and Rivers,10,9.38083152,,2011,Year_2,131,2169,161,,161,70,72,70,11148,2862,14011,939302,6219,1.65,368780,4479,
"1188_1st",187,1188,South Chagrin,Young field (<5 years),13,7.8,,2011,Year_2,211,7527,75,101,75,12,117,12,3467,2662,6129,417933,3758,2.39,0,0,
"1204_1st",203,1204,North Chagrin,Mixed emergent marsh,36,10.15592719,,2012,Year_3,246,16616,197,1057,197,419,207,207,5583,1230,6813,1485834,5875,1.67,1026858,4909,
"1274_1st",273,1274,Hinckley,Mesic Floodplain Forest,53,21.04002233,,2012,Year_3,316,318,170,82,82,170,89,89,23105,0,23105,4185661,12531,1.38,0,0,
"1283_1st",282,1283,Bedford,"""MIXED"" FORESTS",27,13.33945938,,2012,Year_3,325,3447,320,,320,,,,2547,3182,5729,434964,5234,1.88,228870,2724,
"3380_1st",412,3380,Bedford,Old field (>10 years),0,10.3020423,,2010,Year_1,112,3386,346,801,346,347,32,32,10139,8695,18834,1945098,13162,1.78,1238095,9912,
"3399_1st",426,3399,Rocky River,Cattail marsh,0,1.666666667,,2011,Year_2,231,6695,20,10,10,20,70,20,3838,3163,7000,757565,6420,5.15,0,0,
"3980_1st",476,3980,Washington,Cottonwood Thickets and Woodland,20,8.292279829,,2010,Year_1,124,21145,26,0,0,,,,5738,0,5738,118897,4820,7.16,0,0,
"1006_1st",6,1006,Bradley Woods,Oak-Maple swamp,61,24.42632108,very high,2010,Year_1,6,3782,300,1104,300,371,518,371,20787,0,20787,2780009,12429,1.25,1484354,10226,
"1015_1st",15,1015,Bedford,Red maple thickets and woodlands,7,10.32795559,very high,2010,Year_1,15,3386,125,1159,125,29,65,29,10139,8695,18834,1945098,13162,1.78,1238095,9912,
"1026_1st",26,1026,Rocky River,Planted-Austrian Pine,29,16.0,very high,2010,Year_1,26,3614,179,94,94,35,30,30,7409,1895,9304,659619,5641,2.43,0,0,
"1030_1st",30,1030,Rocky River,"""MIXED"" FORESTS",24,13.31280471,very high,2010,Year_1,30,6822,35,205,35,,,,9786,0,9786,191263,3565,4.23,0,0,
"1044_1st",44,1044,North Chagrin,"""MIXED"" FORESTS",41,12.79204298,very high,2010,Year_1,44,16610,148,,148,,,,3891,3496,7387,132844,2091,1.17,94210,1388,
"1051_1st",51,1051,Mill Stream Run,Beech-maple forest,39,17.19570608,very high,2010,Year_1,51,828,210,234,210,123,15,15,12861,2764,15624,3645170,10878,1.22,2528157,11042,
"1064_1st",64,1064,South Chagrin,Beech-red oak forest,54,22.70911059,very high,2010,Year_1,64,10063,89,,89,81,173,81,12255,0,12255,371460,4714,2.0,0,0,
"1072_1st",72,1072,West Creek,Red maple thickets and woodlands,10,13.59779394,very high,2010,Year_1,72,5174,18,55,18,,,,1771,0,1771,50594,1340,2.92,0,0,
"1091_1st",91,1091,Bedford,Beech-maple forest,36,14.90482627,very high,2010,Year_1,91,3409,5,,5,514,514,514,9049,0,9049,528551,7985,2.68,0,0,
"1136_1st",135,1136,West Creek,Dry-Mesic Oak Forest and Woodland,25,17.29932561,very high,2010,Year_1,100,2875,70,,70,265,1,1,11387,3831,15218,536239,9971,1.61,0,0,
"1150_1st",149,1150,Rocky River,Beech-red oak forest,36,14.62059865,very high,2011,Year_2,173,10915,31,,31,119,142,119,4919,1049,5968,132832,4379,3.6,0,0,
"1155_1st",154,1155,Bedford,"""MIXED"" FORESTS",47,19.60757871,very high,2011,Year_2,178,3409,60,,60,280,282,280,9049,0,9049,528551,7985,2.68,0,0,
"1175_1st",174,1175,Bedford,Beech-maple forest,53,23.63356627,very high,2011,Year_2,198,3347,41,,41,45,364,45,8869,241,9110,767481,6503,1.63,0,0,
"1319_1st",318,1319,Bedford,Dry-Mesic Oak Forest and Woodland,50,31.0595501,very high,2013,Year_4,378,3072,127,28,28,84,20,20,6617,4929,11546,965735,8324,1.24,0,0,
"1347_1st",346,1347,Bedford,"""MIXED"" FORESTS",43,20.29426379,very high,2013,Year_4,406,4694,64,,64,,,,5715,0,5715,345231,4261,2.19,0,0,
"1388_1st",387,1388,West Creek,Beech-maple forest,36,15.56365229,very high,2010,Year_1,102,2876,19,404,19,450,371,371,13199,3831,17030,575243,9068,1.26,0,0,
"3396_1st",423,3396,Bedford,"""MIXED"" FORESTS",64,26.46529359,very high,2010,Year_1,117,3203,66,344,66,53,2,2,6926,0,6926,650049,5995,1.91,0,0,
"3484_1st",465,3484,West Creek,"""MIXED"" FORESTS",39,20.29426379,very high,2010,Year_1,120,2875,114,,114,719,21,21,11387,3831,15218,536239,9971,1.61,47749,983,
"3596_1st",470,3596,West Creek,Dry-Mesic Oak Forest and Woodland,47,20.78460969,very high,2010,Year_1,121,4779,33,,33,,,,4102,1156,5258,95513,2424,1.23,0,0,
"3732_1st",473,3732,West Creek,Dry-Mesic Oak Forest and Woodland,44,19.32758535,very high,2010,Year_1,123,5031,18,79,18,,,,957,0,957,41490,868,4.09,0,0,
